x_m,y_m,w_tr_right_m,w_tr_left_m
29.175,-1380.7,9.144,9.144
29.886,-1382.1,9.144,9.144
30.605,-1383.4,9.144,9.144
31.33,-1384.7,9.144,9.144
32.065,-1386.1,9.144,9.144
32.809,-1387.4,9.144,9.144
33.558,-1388.7,9.144,9.144
34.314,-1390,9.144,9.144
35.082,-1391.4,9.144,9.144
35.857,-1392.7,9.144,9.144
36.637,-1394,9.144,9.144
37.426,-1395.3,9.144,9.144
38.222,-1396.6,9.144,9.144
39.027,-1397.9,9.144,9.144
39.84,-1399.2,9.144,9.144
40.66,-1400.5,9.144,9.144
41.489,-1401.7,9.144,9.144
42.325,-1403,9.144,9.144
43.166,-1404.3,9.144,9.144
44.016,-1405.6,9.144,9.144
44.876,-1406.8,9.144,9.144
45.741,-1408.1,9.144,9.144
46.613,-1409.3,9.144,9.144
47.494,-1410.6,9.144,9.144
48.381,-1411.8,9.144,9.144
49.277,-1413,9.144,9.144
50.179,-1414.2,9.144,9.144
51.088,-1415.5,9.144,9.144
52.005,-1416.7,9.144,9.144
52.929,-1417.9,9.144,9.144
53.861,-1419.1,9.144,9.144
54.8,-1420.3,9.144,9.144
55.745,-1421.5,9.144,9.144
56.699,-1422.7,9.144,9.144
57.656,-1423.9,9.144,9.144
58.625,-1425.1,9.144,9.144
59.598,-1426.2,9.144,9.144
60.579,-1427.4,9.144,9.144
61.567,-1428.6,9.144,9.144
62.56,-1429.7,9.144,9.144
63.563,-1430.9,9.144,9.144
64.572,-1432,9.144,9.144
65.587,-1433.1,9.144,9.144
66.608,-1434.3,9.144,9.144
67.635,-1435.4,9.144,9.144
68.671,-1436.5,9.144,9.144
69.714,-1437.6,9.144,9.144
70.762,-1438.7,9.144,9.144
71.817,-1439.8,9.144,9.144
72.878,-1440.9,9.144,9.144
73.944,-1442,9.144,9.144
75.02,-1443.1,9.144,9.144
76.102,-1444.2,9.144,9.144
77.188,-1445.2,9.144,9.144
78.282,-1446.3,9.144,9.144
79.382,-1447.3,9.144,9.144
80.489,-1448.4,9.144,9.144
81.601,-1449.4,9.144,9.144
82.72,-1450.5,9.144,9.144
83.844,-1451.5,9.144,9.144
84.975,-1452.5,9.144,9.144
86.112,-1453.5,9.144,9.144
87.252,-1454.5,9.144,9.144
88.401,-1455.5,9.144,9.144
89.556,-1456.5,9.144,9.144
90.718,-1457.5,9.144,9.144
91.885,-1458.5,9.144,9.144
93.055,-1459.5,9.144,9.144
94.235,-1460.4,9.144,9.144
95.418,-1461.4,9.144,9.144
96.606,-1462.4,9.144,9.144
97.804,-1463.3,9.144,9.144
99.002,-1464.3,9.144,9.144
100.21,-1465.2,9.144,9.144
101.42,-1466.1,9.144,9.144
102.64,-1467,9.144,9.144
103.86,-1467.9,9.144,9.144
105.09,-1468.8,9.144,9.144
106.32,-1469.7,9.144,9.144
107.56,-1470.6,9.144,9.144
108.81,-1471.5,9.144,9.144
110.05,-1472.4,9.144,9.144
111.31,-1473.2,9.144,9.144
112.57,-1474.1,9.144,9.144
113.83,-1475,9.144,9.144
115.1,-1475.8,9.144,9.144
116.38,-1476.6,9.144,9.144
117.66,-1477.5,9.144,9.144
118.94,-1478.3,9.144,9.144
120.23,-1479.1,9.144,9.144
121.53,-1479.9,9.144,9.144
122.83,-1480.7,9.144,9.144
124.13,-1481.5,9.144,9.144
125.44,-1482.2,9.144,9.144
126.75,-1483,9.144,9.144
128.07,-1483.8,9.144,9.144
129.39,-1484.6,9.144,9.144
130.72,-1485.3,9.144,9.144
132.05,-1486.1,9.144,9.144
133.38,-1486.8,9.144,9.144
134.72,-1487.5,9.144,9.144
136.07,-1488.2,9.144,9.144
137.42,-1488.9,9.144,9.144
138.77,-1489.6,9.144,9.144
140.12,-1490.3,9.144,9.144
141.49,-1491,9.144,9.144
142.85,-1491.7,9.144,9.144
144.22,-1492.4,9.144,9.144
145.59,-1493,9.144,9.144
146.97,-1493.7,9.144,9.144
148.35,-1494.3,9.144,9.144
